Name,Active?,Cohort,Created,Date,Description,Integrations,Prize,Submission Type,Tags
DeltaShield: Hedged Liquidity Primitive (HLP),,UHI8,"March 20, 2026 5:46 AM",,"DeltaShield is a Uniswap v4 hook that continuously measures LP exposure and automatically executes delta-neutral hedging via cross-chain reactive automation. It transforms passive liquidity provisioning into an actively risk-managed strategy, reducing impermanent loss without requiring manual intervention.","Reactive Network, Unichain",,Hook Incubator (UHI),"Cross-Chain, Other, Unichain"
Voltaire ,,UHI8,"March 20, 2026 6:04 AM",,Voltaire is a Uniswap V4 hook that turns any ETH/USDC liquidity pool into a fully on-chain European options market.,"Reactive Network, Unichain",Uniswap Prize,Hook Incubator (UHI),"Compliance, Constant Product Market Maker (CPMM), Constant Sum Market Maker (CSMM), Copy Trading, Custom hooks, DEX, Dynamic Fee, Governance, Illiquid Assets, KYC, LP Fees, LP Liquidity, Liquidity Mining, MEV, Order Type, Price Discovery, Proof Of Humanity, Stablecoins, Trading Rewards, Trading Volume Rewards, Unichain, Yield Farming"
LuxeBridge,,UHI8,"March 20, 2026 6:11 AM",,"LuxeBridge is a Uniswap V4 hook that enables certified, vault-backed diamonds to trade as ERC-20 tokens in compliant on-chain liquidity pools using oracle-based valuation checks, price deviation limits, and certification gating to ensure only verified luxury assets enter the AMM",,,Hook Incubator (UHI),"Compliance, RWA, Tokenized Stocks"
OracleSettle: Binary Prediction Markets with Cross-Chain Settlement,,UHI8,"March 20, 2026 6:13 AM",,"OracleSettle is a Uniswap v4 hook that turns oracle feeds into fully collateralized binary prediction markets with guaranteed 1:1 USDC settlement. A Reactive Network RSC monitors Chainlink on Ethereum and triggers trustless, irreversible settlement on Unichain—eliminating relayers, redemption slippage, and cross-chain oracle limitations.","Reactive Network, Unichain",,Hook Incubator (UHI),"Price Discovery, Unichain"
YieldSense,,UHI8,"March 20, 2026 6:24 AM",,"YieldSense is a Uniswap v4 hook that protects LPs in yield-bearing token pools (wstETH, rETH, sDAI) from   predictable rebase arbitrage. It uses Reactive Network to monitor yield events cross-chain and   preemptively spikes fees from 0.05% to 5% before arb bots can trade.","Reactive Network, Unichain",,Hook Incubator (UHI),"Cross-Chain, Dynamic Fee, LP Liquidity, MEV"
LP Hub,,UHI8,"March 20, 2026 6:31 AM",,"We are building a purpose-built platform for LPs, based on three pillars: Pricing, Tooling, and Automation. In UHI8 we tackle Pricing with two dynamic fee hooks — our divergent pricing module, and our stable-pair module.",Unichain,,Hook Incubator (UHI),"Dynamic Fee, LP Fees, Stablecoins, Unichain"
SwapNFT,,UHI8,"March 20, 2026 6:35 AM",,"A Uniswap v4 hook that measures the price impact of every swap, mints a soulbound tier NFT to the swapper based on how much they moved the market, and automatically burns that NFT on their next swap to apply a fee discount of up to 90% — rewarding large traders for the liquidity risk they absorb.",Unichain,,Hook Incubator (UHI),"Dynamic Fee, LP Fees, Trading Rewards, Trading Volume Rewards, Unichain"
ArbShield: Cross-Chain LVR Protection Hook,,UHI8,"March 20, 2026 6:38 AM",,"ArbShield is a Uniswap v4 hook that autonomously protects LPs from Loss-versus-Rebalancing (LVR) by dynamically adjusting swap fees based on real-time cross-chain price divergence between Ethereum and Unichain, with fees scaling quadratically from 0.30% to 5.00% and decaying over 5 minutes—powered entirely by the Reactive Network with zero off-chain infrastructure.","Reactive Network, Unichain",,Hook Incubator (UHI),"Cross-Chain, Dynamic Fee, LVR, Unichain"
HookMind Protocol,,UHI8,"March 20, 2026 6:38 AM",,"HookMind is an autonomous AI middleware for Uniswap v4 that transforms passive liquidity pools into proactive ""neural meshes"" through off-chain LLM signals and on-chain parametric execution. It utilizes EIP-1153 transient storage for dynamic fee optimization, an ERC-4626 fee-smoothing vault for predictable yield, and a prorated IL insurance pool to institutionalize risk management on Unichain.",Unichain,,Hook Incubator (UHI),"DEX, Dynamic Fee, LP Fees, LP Liquidity, LVR, Machine Learning, Price Discovery, Security, Unichain, Yield Farming"
The Fixer Hook,,UHI8,"March 20, 2026 6:39 AM",,"The Fixer Hook creates an on-chain affiliate system. When someone swaps, they can include a referrer's address. The hook automatically mints reward tokens to that referrer.","Reactive Network, Unichain",,Hook Incubator (UHI),"Custom hooks, Stablecoins"
Liquidmind,,UHI8,"March 20, 2026 6:44 AM",,"Intelligent Liquidity, Autonomous Execution. LiquidMind is an AI-driven autonomous liquidity system for Uniswap v4. It uses Chainlink CRE and Data Feeds to automate rebalancing and dynamic fees.",,,Hook Incubator (UHI),"Dynamic Fee, LP Fees, LP Liquidity"
Argos LTS,,UHI8,"March 20, 2026 6:47 AM",,"Argos is a proactive Uniswap v4 security hook that neutralizes Loss Versus Rebalancing (LVR) on Unichain by utilizing the Reactive Network to front-run toxic L1 arbitrage in real-time. By leveraging ERC-6909 custom accounting, it ""parks"" user trades into secure vault claims during de-peg events, shielding liquidity providers while maintaining a seamless user experience.","Reactive Network, Unichain",,Hook Incubator (UHI),Unichain
Veritas Protocol: The IP-Fi Settlement Layer,,UHI8,"March 20, 2026 6:54 AM",,"VeritasProtocol is the first on-chain IP monetization infrastructure built natively on Uniswap v4, enabling any verified creator to launch a token-backed IP market with a quadratic bonding curve fundraise and perpetual royalties enforced directly inside the hook — making royalty bypass structurally impossible at the EVM level.",Unichain,,Hook Incubator (UHI),"CFMM, Compliance, Custom hooks, ICO, Illiquid Assets, KYC, LP Liquidity, Price Discovery, RWA, Unichain"
OnLoan,,UHI8,"March 20, 2026 6:57 AM",,"OnLoan Hook is the first fully hook-native lending protocol built on Uniswap v4,  embedding deposits, collateralized borrowing, interest accrual, repayment, and  liquidation directly inside pool hook callbacks — allowing LPs to earn dual yield  (swap fees + lending interest) from a single capital deposit, with autonomous  keeper-free liquidations powered by Reactive Network.","Reactive Network, Unichain",,Hook Incubator (UHI),"Illiquid Assets, LP Liquidity, Oracle, Stablecoins, Unichain"
DeltaHed Hook,,UHI8,"March 20, 2026 6:57 AM",,Collective LP Hedge Engine,"Reactive Network, Unichain",,Hook Incubator (UHI),"DEX, Dynamic Fee, LP Fees, LP Liquidity"
ImpactHook,,UHI8,"March 20, 2026 6:58 AM",,"A Uniswap v4 hook that turns trading activity into verified impact funding. Five funding channels, three verification paths, and behavior-customizable templates that adapt pool mechanics per project type - from router-competitive LP-skim-only pools to traditional swap fee models.","Reactive Network, Unichain",,Hook Incubator (UHI),"Cross-Chain, Custom hooks, Donation, Dynamic Fee, LP Fees, Oracle, RWA, Unichain"
Vedyx Network,,UHI8,"March 20, 2026 6:58 AM",,"**Vedyx Protocol** is a decentralized security infrastructure built on Unichain that protects Uniswap v4 pools from exploits by using reactive smart contracts to detect suspicious on-chain activity in real-time (large transfers, mixer interactions, trace peel chains). Through a community-driven voting system and Uniswap v4 hooks integration, the protocol enables stakers to collectively flag malicious addresses and automatically restrict their access to protected liquidity pools, creating a trustless defense layer for DeFi.","Reactive Network, Unichain",,Hook Incubator (UHI),"Cross-Chain, Dynamic Fee, Gamefi, Governance, Security"
ForgeX: Vult,,UHI8,"March 20, 2026 6:59 AM",,"ForgeX:Vult is a yield-native hook that puts idle LP capital to work, it routes liquidity into ERC-4626 vaults (Aave +   Compound) and then donates the accrued interest back to LPs after every swap. So LPs are just earning swap fees and lending   yield at the same time, automatically, no extra steps needed.",Unichain,,Hook Incubator (UHI),"Constant Product Market Maker (CPMM), Custom hooks, DEX, LP Fees, LP Liquidity, RWA, Stablecoins, Yield Farming"
Unichain USDC Bridge Hook,,UHI8,"March 20, 2026 7:01 AM",,"A Uniswap v4 hook that bridges USDC across chains via Chainlink CCIP, enabling cross-chain swaps and liquidity operations on the Unichain network.",Unichain,,Hook Incubator (UHI),"Cross-Chain, Unichain"
Velora — The Self-Aware Liquidity Hook,,UHI8,"March 20, 2026 7:01 AM",,"Velora is a Uniswap V4 Hook that turns passive liquidity pools into autonomous, self-managing DeFi engines by fusing three battle-tested Reactive Network systems — a cross-chain oracle mirror, an automated leveraged looper, and a multi-protocol yield optimizer — with a UniBrain-inspired Dutch Auction fallback, creating pools that inject real-time Chainlink prices from other chains into every swap via Reactive Smart Contracts, route idle LP capital to the highest-yield lending protocols through CRON-triggered rebalancing across Aave V3 and Compound V3, enable one-click leveraged positions with continuous on-chain health monitoring and auto-deleverage, and guarantee that all critical automation functions execute reliably through a dual-automation paradigm where RSCs serve as the primary event-driven layer and a UniBrain Dutch Auction provides an independent, incentive-driven fallback — meaning for the system to fail, two completely unrelated automation mechanisms must go down simultaneously, which makes Velora the most resilient DeFi automation layer ever built on a V4 hook, with no keepers, no bots, no AWS, and no single point of failure. ",Reactive Network,,Hook Incubator (UHI),Custom hooks
Maiat,,UHI8,"March 20, 2026 7:02 AM",,"A Uniswap V4 hook that gates swaps based on on-chain trust scores and adjusts LP fees dynamically by reputation tier. Trusted agents pay 0% fees while unknown addresses pay 0.5%, creating economic incentives for good behavior in the agent economy.",,,Hook Incubator (UHI),"Oracle, Reputation"
SliceX,,UHI8,"March 20, 2026 7:14 AM",,Commitment-Scheme Segmented Swap (Bot-Free TWAMM),"Reactive Network, Unichain",,Hook Incubator (UHI),"CFMM, Custom hooks, DEX, MEV, Order Type"
Yieldaware,,UHI8,"March 20, 2026 7:36 AM",,"YieldAware is a Uniswap v4 hook that protects LPs in yield-bearing stablecoin pools (sDAI, sUSDe, sUSDS) by reading the token's real-time ERC-4626 exchange rate and adjusting fees to eliminate arb leakage.",Unichain,,Hook Incubator (UHI),Stablecoins
ThaHtay,,UHI8,"March 20, 2026 7:39 AM",,A Uniswap v4 Hook that converts liquidity pools into a fully on-chain perpetual trading engine.,Unichain,,Hook Incubator (UHI),"DEX, Options/Futures, Unichain"
Double-or-Nothing Game Hook,,UHI8,"March 20, 2026 7:47 AM",,"A **Uniswap v4 hook** for a **double-or-nothing** game built into swap flow—matched stakes from two swaps, then an on-chain ruleset decides payouts the two participant who win the double who lose it .",,,Hook Incubator (UHI),Gamefi
CSMM,,UHI8,"March 20, 2026 7:49 AM",,"Constant sum market maker design implemented as a Uniswap V4 Hook, it brings the efficiency of concentrated liquidity to pools with three or more stablecoins",,,Hook Incubator (UHI),Constant Sum Market Maker (CSMM)
OscillonHook - Stable Pool Inventory Risk layer,,UHI8,"March 20, 2026 7:52 AM",,Stablecoin LPs on Uniswap v4 take on hidden inventory risk every time a depeg event starts. OscillonHook reads a Chainlink oracle on every swap and dynamically adjusts the LP fee to compensate for that risk from 0.3 bps all the way up to a full circuit breaker freeze,Unichain,,Hook Incubator (UHI),"Dynamic Fee, LP Fees, Stablecoins, Unichain"
HedgeZ,,UHI8,"March 20, 2026 7:54 AM",,Own your liquidity and leverage it now!,"Reactive Network, Unichain",,Hook Incubator (UHI),"DEX, Illiquid Assets, LP Liquidity, Unichain, Yield Farming"
Peg-Hooks: ,,UHI8,"March 20, 2026 8:02 AM",,"Peg Hook enable peg awareness, pegCore enable FX onchain clearing",,,Hook Incubator (UHI),"Dynamic Fee, LP Fees, MetaPools, Oracle, RWA"
TWAMM-X,,UHI8,"March 20, 2026 9:47 AM",,"TWAMM-X is a privacy-preserving Time-Weighted Average Market Maker hook for Uniswap v4 that uses  zero-knowledge proofs and on-chain FHE encryption to hide large orders until after execution,  eliminating MEV and front-running. It distributes the resulting LP fees as a continuous 24-hour  yield stream instead of unpredictable lump sums, giving liquidity providers stable, predictable  income from large order flow.",Reactive Network,,Hook Incubator (UHI),"Auctions, Cross-Chain, Custom hooks, Donation, LP Fees, MEV, Order Type, Price Discovery, Security, Yield Farming, zk-SNARK"
Uniswap - RWA swap infra,,UHI8,"March 21, 2026 1:00 AM",,Infra for Stablecoin & RWA swaps on uniswap with JIT liquidity ,Unichain,,Hook Incubator (UHI),"Compliance, ERC-3643, KYC, LP Fees, RWA, Tokenized Stocks, Yield Farming"
Onyx,,UHI8,"March 23, 2026 8:15 PM",,"Onyx is a privacy-preserving dark pool built as a Uniswap v4 Hook. Users shield tokens, submit swap intents, and a permissionless settler nets opposing sides — only the residual hits the AMM. An observer sees one aggregated swap, not individual amounts or destinations.",,,Hook Incubator (UHI),Dark Pool
Invariant,,UHI8,"March 23, 2026 10:31 PM",,"Invariant is a Uniswap v4 hook-native protocol that dynamically optimizes liquidity, fees, and risk using AI-driven strategies while enforcing onchain AMM invariants such as TWAP-based regimes, range constraints, and liquidity safety guards.",,,Hook Incubator (UHI),"CoW, Compliance, Cross-Chain, Custom hooks, DEX, Governance, KYC, LP Fees, Pool Native Incentivization, Reputation, zk-SNARK"
